,Coach,From,To,Last School,Yrs,G,W,L,W-L%,CREG,CTRN,NCAA,FF,NC
0,Tom Abatemarco,1987,2000,Sacramento State,7,191,70,121,.366,0,0,0,0,0
1,Paul Abbott,1917,1917,Northern Colorado,1,12,5,7,.417,0,0,,,
2,Ron Abegglen,1992,1999,Weber State,8,235,151,84,.643,3,2,2,0,0
3,Earl Abell,1918,1919,Virginia Military Institute,2,26,14,12,.538,0,0,,,
4,Stu Aberdeen,1978,1979,Marshall,2,56,25,31,.446,0,0,0,0,0
5,Ron Abernathy,1990,1991,Tennessee State,2,55,12,43,.218,0,0,0,0,0
6,Howard Acher,1916,1925,Tulsa,7,87,46,41,.529,0,0,,,
7,Dick Acres,1983,1985,Oral Roberts,3,81,47,34,.580,1,1,1,0,0
8,C.W. Adams,1912,1913,Arizona State,2,16,11,5,.688,0,0,,,
9,Frank Adams,1945,1949,Fordham,5,113,54,59,.478,0,0,0,0,0
10,Harry Adams,1925,1948,Kent State,3,66,34,32,.515,0,0,0,0,0
11,James Adams,1912,1913,Roanoke,2,18,9,9,.500,0,0,,,
12,Mark Adams,1992,1996,Central Connecticut State,5,135,40,95,.296,0,0,0,0,0
13,Mark Adams,1993,1997,Texas-Rio Grande Valley,5,134,44,90,.328,0,0,0,0,0
14,Marvin Adams,1977,1984,Arkansas State,8,218,110,108,.505,0,0,0,0,0
15,Ron Adams,1987,1990,Fresno State,4,115,43,72,.374,0,0,0,0,0
16,Mike Adras,2000,2012,Northern Arizona,13,363,193,170,.532,2,1,1,0,0
17,Gurney Afflerbach,1918,1919,Muhlenburg,2,25,7,18,.280,0,0,,,
18,Jesse Agel,2009,2012,Brown,4,118,39,79,.331,0,0,0,0,0
19,Steve Aggers,1996,2005,Loyola Marymount,10,278,106,172,.381,1,0,0,0,0
20,Mike Ahearn,1907,1911,Kansas State,5,55,28,27,.509,0,0,,,
21,Henry Ahrens,1904,1904,Brown,1,19,8,11,.421,0,0,,,
22,Paul Aiello,1998,1998,Colgate,1,6,3,3,.500,0,0,0,0,0
23,Jim Aiken,1945,1945,Nevada,1,17,8,9,.471,0,0,0,0,0
24,Gerald Alaimo,1970,1978,Brown,9,233,88,145,.378,0,0,0,0,0
25,Stan Albeck,1969,1991,Bradley,7,196,90,106,.459,1,1,1,0,0
26,Randy Albrecht,1975,1977,Saint Louis,3,79,32,47,.405,0,0,0,0,0
27,A.K. Aldinger,1902,1905,Bloomsburg,4,30,19,11,.633,0,0,,,
28,Casey Alexander,2012,2016,Lipscomb,5,154,65,89,.422,0,0,0,0,0
29,Cy Alexander,1988,2016,North Carolina A&T,26,772,386,386,.500,6,6,6,0,0
30,Louis Alexander,1928,1944,Rochester (NY),6,83,58,25,.699,0,0,0,0,0
31,Rex Alexander,1955,1958,Murray State,4,99,45,54,.455,0,0,0,0,0
32,William Alexander,1920,1924,Georgia Tech,4,74,36,38,.486,0,0,,,
33,Steve Alford,1996,2016,UCLA,21,696,450,246,.647,4,5,9,0,0
34,Bill Allen,1920,1920,Bradley,1,6,2,4,.333,0,0,,,
35,Claude Allen,1910,1914,St. John's (NY),4,68,46,22,.676,0,0,,,
36,Eck Allen,1939,1947,Maine,5,90,58,32,.644,0,0,1,0,0
37,Frankie Allen,1988,2014,Maryland-Eastern Shore,24,698,265,433,.380,2,2,2,0,0
38,Harvey Allen,1914,1914,Tulsa,1,5,3,2,.600,0,0,,,
39,James Allen,1923,1925,Navy,3,59,47,12,.797,0,0,,,
40,Jerome Allen,2010,2015,Pennsylvania,6,169,65,104,.385,0,0,0,0,0
41,Phog Allen,1906,1956,Central Missouri,48,978,719,259,.735,24,0,4,3,1
42,Sonny Allen,1950,1987,Nevada,14,386,202,184,.523,2,2,2,0,0
43,Tom Allen,1974,1974,Cornell,1,9,0,9,.000,0,0,0,0,0
44,Wilbur Allen,1904,1904,Baker University,1,10,6,4,.600,0,0,,,
45,Lyles Alley,1946,1966,Furman,20,506,248,258,.490,0,0,0,0,0
46,Stub Allison,1920,1920,Washington,1,15,7,8,.467,0,0,,,
47,V.B. Allison,1917,1920,Boston University,3,23,12,11,.522,0,0,,,
48,Derek Allister,1997,2000,Stephen F. Austin,4,106,32,74,.302,0,0,0,0,0
49,Allot,1901,1901,Mount Union,1,16,10,6,.625,0,0,,,
50,Dana Altman,1990,2016,Oregon,27,869,563,306,.648,4,8,12,0,0
51,Paul Alyea,1945,1945,Tulsa,1,12,4,8,.333,0,0,0,0,0
52,Tommy Amaker,1998,2016,Harvard,19,585,351,234,.600,5,0,5,0,0
53,Mark Amatucci,1983,1989,Loyola (MD),7,201,85,116,.423,0,0,0,0,0
54,Joe Anders,1992,1992,Sacramento State,1,28,4,24,.143,0,0,0,0,0
55,Clarence Andersen,1946,1947,Saint Mary's (CA),2,45,23,22,.511,0,0,0,0,0
56,Ladell Andersen,1962,1989,Brigham Young,16,454,287,167,.632,1,0,8,0,0
57,Dick Anderson,1946,1946,South Carolina,1,20,9,11,.450,0,0,0,0,0
58,E.L. Anderson,1914,1914,Marietta,1,12,4,8,.333,0,0,,,
59,Edward Anderson,1926,1929,DePaul,4,46,25,21,.543,0,0,,,
60,Forddy Anderson,1947,1965,Michigan State,19,502,299,203,.596,3,0,4,3,0
61,Glendon Anderson,1960,1971,Iowa State,12,302,141,161,.467,0,0,0,0,0
62,Hank Anderson,1953,1974,Montana State,22,579,299,280,.516,2,0,0,0,0
63,Harold Anderson,1935,1963,Bowling Green State,29,730,504,226,.690,3,0,3,0,0
64,Henry Anderson,1896,1898,Yale,3,51,31,19,.620,0,0,,,
65,Isadore Anderson,1907,1907,Missouri,1,16,10,6,.625,0,0,,,
66,Jim Anderson,1990,1995,Oregon State,6,169,79,90,.467,1,0,1,0,0
67,Kim Anderson,2015,2016,Missouri,2,63,19,44,.302,0,0,0,0,0
68,Kyle Anderson,1943,1944,Chicago,2,41,1,40,.024,0,0,0,0,0
69,Mike Anderson,2003,2016,Arkansas,14,464,302,162,.651,1,1,7,0,0
70,Millard Anderson,1926,1926,Valparaiso,1,19,6,13,.316,0,0,,,
71,Tevester Anderson,1999,2013,Jackson State,15,474,252,222,.532,4,3,3,0,0
72,Wayne Anderson,1967,1974,Idaho,8,205,88,117,.429,0,0,0,0,0
73,William Anderson,1918,1949,Lafayette,11,221,139,82,.629,2,0,0,0,0
74,Lew Andreas,1925,1950,Syracuse,25,493,358,135,.726,0,0,0,0,0
75,J.B. Andrews,1936,1936,Texas-El Paso,1,12,0,12,.000,0,0,,,
76,Emmett Angell,1905,1910,Oregon State,6,85,62,23,.729,2,0,,,
77,Vince Angotti,1980,1983,Towson,4,108,39,69,.361,0,0,0,0,0
78,Orlando Antigua,2015,2016,South Florida,2,65,17,48,.262,0,0,0,0,0
79,Steve Antrim,1991,1995,Milwaukee,5,137,74,63,.540,0,0,0,0,0
80,Lawrence Apitz,1937,1940,Louisville,4,62,10,52,.161,0,0,0,0,0
81,Tom Apke,1975,1996,Appalachian State,22,620,328,292,.529,1,2,3,0,0
82,Clarence Applegran,1922,1925,Kentucky,3,58,22,36,.379,0,0,,,
83,Phillip Arbuckle,1923,1923,Rice,1,19,10,9,.526,0,0,,,
84,Fred Archer,1914,1914,North Dakota,1,17,10,7,.588,0,0,,,
85,Lynn Archibald,1978,1989,Utah,11,315,163,152,.517,1,0,1,0,0
86,Frank Armin,1909,1909,Southwestern (KS),1,9,6,3,.667,0,0,,,
87,Charles Armstrong,1913,1913,North Dakota,1,10,6,4,.600,0,0,,,
88,Dave Armstrong,1914,1914,Rutgers,1,5,3,2,.600,0,0,,,
89,Ike Armstrong,1926,1927,Utah,2,27,9,18,.333,1,0,,,
90,Jack Armstrong,1990,1998,Niagara,9,254,100,154,.394,0,0,0,0,0
91,Red Armstrong,1944,1944,Denison,1,20,18,2,.900,0,0,0,0,0
92,John Arndt,1962,1968,Loyola Marymount,7,181,91,90,.503,0,0,0,0,0
93,Frank Arnold,1976,1987,Hawaii,10,287,148,139,.516,2,0,3,0,0
94,Gib Arnold,2011,2014,Hawaii,4,127,72,55,.567,0,0,0,0,0
95,Murray Arnold,1980,2000,Stetson,13,387,244,143,.630,5,3,4,0,0
96,Jay Arnote,1984,1988,Northern Arizona,5,142,70,72,.493,1,0,0,0,0
97,Ronnie Arrow,1988,2013,Texas A&M-Corpus Christi,19,516,306,210,.593,4,3,4,0,0
98,Tom Asbury,1989,2011,Kansas State,15,453,238,215,.525,3,3,4,0,0
99,Franklyn Ashcraft,1924,1927,Rice,3,43,4,39,.093,0,0,,,
100,Jimmy Ashmore,1904,1931,North Carolina,20,311,205,105,.661,1,0,,,
101,Edward Ashnault,1968,1974,William & Mary,7,171,81,90,.474,0,0,0,0,0
102,Presley Askew,1950,1965,New Mexico State,15,352,169,183,.480,4,0,2,0,0
103,Sam Aubrey,1971,1973,Oklahoma State,3,78,18,60,.231,0,0,0,0,0
104,Joe Aurreocoechea,1922,1923,Santa Clara,2,34,23,11,.676,0,0,,,
105,Lindsay Austin,1935,1935,Wichita State,1,20,7,13,.350,0,0,,,
106,Tim Autrey,1974,1980,South Carolina State,7,188,95,93,.505,1,0,0,0,0
107,Jack Avina,1971,1987,Portland,17,465,222,243,.477,0,0,0,0,0
108,Randy Ayers,1990,1997,Ohio State,8,232,124,108,.534,2,0,3,0,0
109,Rusty Baccus,1945,1945,Southern Methodist,1,21,11,10,.524,0,0,0,0,0
110,Whitey Baccus,1939,1947,Southern Methodist,6,126,55,71,.437,0,0,0,0,0
111,John Bach,1950,1978,Penn State,29,725,399,326,.550,2,0,2,0,0
112,Arthur Badenoch,1911,1913,New Mexico State,3,25,3,22,.120,0,0,,,
113,Ed Badger,1979,1983,Cincinnati,5,139,68,71,.489,0,0,0,0,0
114,Jim Baechtold,1962,1967,Eastern Kentucky,6,127,70,57,.551,1,0,1,0,0
115,Al Baggett,1942,1949,Brooklyn,3,73,46,27,.630,1,0,0,0,0
116,Kevin Baggett,2013,2016,Rider,4,131,67,64,.511,0,0,0,0,0
117,Fred Bailey,1903,1903,Iowa,1,7,4,3,.571,0,0,,,
118,Boydson Baird,1950,1957,William & Mary,8,201,75,126,.373,0,0,0,0,0
119,Cecil Baker,1951,1961,Utah State,11,299,158,141,.528,0,0,0,0,0
120,Dick Baker,1969,1973,Loyola Marymount,5,128,55,73,.430,0,0,0,0,0
121,Joe Baker,1987,1989,Colgate,3,82,14,68,.171,0,0,0,0,0
122,Rod Baker,1992,1997,UC-Irvine,6,168,52,116,.310,0,0,0,0,0
123,Tay Baker,1966,1979,Xavier,13,344,195,149,.567,1,0,1,0,0
124,George Balanis,1974,1977,William & Mary,4,93,50,43,.538,0,0,0,0,0
125,James Baldwin,1917,1928,Wake Forest,8,123,71,52,.577,0,0,,,
126,W.P. Bales,1917,1921,Millsaps,5,60,38,22,.633,0,0,,,
127,Lorin Ball,1947,1947,Massachusetts,1,9,4,5,.444,0,0,0,0,0
128,Clark Ballard,1940,1942,Cincinnati,3,55,24,31,.436,0,0,0,0,0
129,Virgil Ballard,1935,1935,Texas Tech,1,24,15,9,.625,1,0,,,
130,Wayne Ballard,1983,1985,Idaho State,3,92,37,55,.402,0,0,0,0,0
131,Dave Balza,2011,2011,Florida Gulf Coast,1,30,10,20,.333,0,0,0,0,0
132,Dale Bandy,1975,1980,Ohio,6,158,69,89,.437,0,0,0,0,0
133,Mark Banks,1914,1926,Tennessee,13,226,112,113,.498,0,0,,,
134,Roman Banks,2012,2016,Southern,5,166,99,67,.596,1,2,2,0,0
135,Edwin Bannick,1919,1919,Iowa,1,15,8,7,.533,0,0,,,
136,Kevin Bannon,1990,2001,Rutgers,12,353,190,163,.538,3,2,2,0,0
137,Fred Barakat,1971,1981,Fairfield,11,288,160,128,.556,0,0,0,0,0
138,Tony Barbee,2007,2014,Auburn,8,258,131,127,.508,1,0,1,0,0
139,William Barclay,1947,1949,Harvard,3,73,24,49,.329,0,0,0,0,0
140,Ron Bargatze,1980,1983,Austin Peay,4,106,39,67,.368,0,0,0,0,0
141,Rudy Baric,1943,1943,West Virginia,1,21,14,7,.667,0,0,0,0,0
142,Clyde Barker,1947,1949,Muhlenburg,3,76,57,19,.750,3,0,0,0,0
143,Ralph Barkey,1967,1978,UC-Santa Barbara,12,313,169,144,.540,0,0,0,0,0
144,J.E Barnes,1923,1923,Marshall,1,4,1,3,.250,0,0,,,
145,Milton Barnes,1997,2000,Eastern Michigan,4,115,62,53,.539,0,1,1,0,0
146,Rick Barnes,1988,2016,Tennessee,29,952,619,333,.650,3,1,22,1,0
147,Rod Barnes,1999,2016,Cal State Bakersfield,17,534,267,267,.500,1,1,4,0,0
148,Steve Barnes,2000,2002,San Jose State,3,90,39,51,.433,0,0,0,0,0
149,Barnes,1927,1928,Sewanee,2,23,5,18,.217,0,0,,,
150,Willis Barnes,1942,1943,New Mexico,2,42,12,30,.286,0,0,0,0,0
151,J.D. Barnett,1978,1999,Northwestern State,19,547,316,231,.578,5,4,7,0,0
152,Jim Baron,1988,2016,Canisius,29,892,462,430,.518,1,1,2,0,0
153,Tony Barone,1986,1998,Texas A&M,13,380,178,202,.468,2,2,2,0,0
154,A. V. Barrett,1912,1915,Niagara,4,70,37,33,.529,0,0,,,
155,John Barrett,1924,1925,Detroit Mercy,2,29,15,14,.517,0,0,,,
156,Barrier,1911,1911,Bloomsburg,1,13,6,7,.462,0,0,,,
157,Irving Barron,1919,1919,Colorado School of Mines,1,8,2,6,.250,0,0,,,
158,Peter Barry,1981,1982,San Francisco,2,62,49,13,.790,1,0,2,0,0
159,Sam Barry,1923,1950,Southern California,24,514,322,192,.626,5,0,1,1,0
160,George Barsi,1936,1945,Santa Clara,9,166,104,62,.627,2,0,0,0,0
161,Arthur Barthelme,1945,1945,Loyola (MD),1,22,10,12,.455,0,0,0,0,0
162,Fay Bartlett,1933,1934,Lehigh,2,30,14,16,.467,0,0,,,
163,Tommy Bartlett,1967,1973,Florida,7,180,95,85,.528,0,0,0,0,0
164,Gene Bartow,1971,1996,Alabama-Birmingham,24,744,491,253,.660,7,4,12,2,0
165,Murry Bartow,1997,2015,East Tennessee State,18,575,327,248,.569,3,3,4,0,0
166,Bob Bass,1970,1971,Texas Tech,2,37,22,15,.595,0,0,0,0,0
167,Charles Bassett,1928,1933,Arkansas,6,125,78,47,.624,1,0,,,
168,Bill Bates,1915,1923,Southwestern (KS),9,163,129,34,.791,0,0,,,
169,John Bates,1974,1986,Coppin State,2,56,37,19,.661,1,1,0,0,0
170,Willis Bates,1906,1914,Wichita State,4,35,15,20,.429,0,0,,,
171,Cliff Battles,1943,1943,Columbia,1,16,8,8,.500,0,0,0,0,0
172,Duggar Baucom,2006,2016,Citadel,11,342,161,181,.471,0,0,0,0,0
173,Emory Bauer,1948,1948,Valparaiso,1,23,8,15,.348,0,0,0,0,0
174,Harry Baujan,1924,1928,Dayton,5,84,46,38,.548,0,0,,,
175,William Bawden,1907,1908,Illinois State,2,14,10,4,.714,0,0,,,
176,John Bayer,1971,1973,Nevada-Las Vegas,3,80,43,37,.538,0,0,0,0,0
177,Birch Bayh,1919,1923,Indiana State,5,81,57,24,.704,0,0,,,
178,Bill Bayno,1996,2009,Loyola Marymount,7,161,94,67,.584,2,2,2,0,0
179,Dan Bazzani,1992,1993,Buffalo,2,55,7,48,.127,0,0,0,0,0
180,Joseph Bean,1921,1921,Georgia Tech,1,14,4,10,.286,0,0,,,
181,Butch Beard,1991,2006,Morgan State,9,258,84,174,.326,1,1,1,0,0
182,Chris Beard,2016,2016,Arkansas-Little Rock,1,35,30,5,.857,1,0,1,0,0
183,Ernest Bearg,1926,1926,Nebraska,1,18,8,10,.444,0,0,,,
184,Don Beasley,1976,1988,Northwestern State,6,166,79,87,.476,0,0,0,0,0
185,Steve Beason,1995,1995,Cal Poly,1,27,1,26,.037,0,0,0,0,0
186,John Becker,2012,2016,Vermont,5,173,110,63,.636,1,1,1,0,0
187,Clair Bee,1929,1951,Long Island University,21,501,413,88,.824,3,0,0,0,0
188,Scott Beeten,2001,2002,Albany (NY),2,36,7,29,.194,0,0,0,0,0
189,Squire Behrens,1916,1916,Stanford,1,11,2,9,.182,0,0,,,
190,Russell Beichly,1943,1950,Akron,6,130,96,34,.738,0,0,0,0,0
191,John Beilein,1993,2016,Michigan,24,780,482,298,.618,4,2,10,1,0
192,Bill Belanich,1930,1933,Dayton,4,64,16,48,.250,0,0,,,
193,Duce Belford,1946,1952,Creighton,6,139,56,83,.403,0,0,0,0,0
194,Steve Belko,1957,1971,Oregon,15,390,179,211,.459,0,0,2,0,0
195,Dan Bell,1989,1994,Northwestern State,6,166,68,98,.410,0,0,0,0,0
196,Matty Bell,1924,1929,Texas Christian,6,112,71,41,.634,0,0,,,
197,Melvin Bell,1950,1950,Furman,1,21,9,12,.429,0,0,0,0,0
198,Bart Bellairs,1995,2005,Virginia Military Institute,11,307,116,191,.378,0,0,0,0,0
199,Theo Bellmont,1914,1922,Texas,4,67,58,9,.866,1,0,,,
200,Dan Belluomini,1979,1980,San Francisco,2,58,44,14,.759,2,0,1,0,0
201,Dutch Belnap,1974,1979,Utah State,6,164,104,60,.634,0,0,2,0,0
202,Charles Bemies,1900,1901,Michigan State,2,7,5,2,.714,0,0,,,
203,Dave Benaderet,1974,1979,Loyola Marymount,6,157,61,96,.389,0,0,0,0,0
204,Bob Bender,1990,2002,Washington,13,375,175,200,.467,2,1,3,0,0
205,John Bender,1908,1921,Tennessee,4,59,41,18,.695,0,0,,,
206,Julie Bender,1947,1947,Brooklyn,1,20,12,8,.600,0,0,0,0,0
207,Chet Benefiel,1933,1939,Tulsa,7,130,65,65,.500,0,0,0,0,0
208,Harry Benfer,1926,1929,Muhlenburg,4,61,33,28,.541,0,0,,,
209,Henry Benfer,1919,1919,Bucknell,1,16,13,3,.813,0,0,,,
210,Tony Benford,2013,2016,North Texas,4,127,54,73,.425,0,0,0,0,0
211,John Benington,1957,1969,Michigan State,13,330,193,137,.585,1,0,0,0,0
212,Edward Benjamin,1901,1901,Brown,1,7,3,4,.429,0,0,,,
213,Dick Bennett,1986,2006,Washington State,19,543,316,227,.582,2,3,7,1,0
214,M.J. Bennett,1924,1926,Sewanee,3,28,8,20,.286,0,0,,,
215,Randy Bennett,2002,2016,Saint Mary's (CA),15,484,333,151,.688,3,2,5,0,0
216,Tony Bennett,2007,2016,Virginia,10,337,233,104,.691,2,1,6,0,0
217,Fred Bennion,1909,1919,Montana State,11,127,96,31,.756,0,0,,,
218,Edward Bennis,1911,1911,Saint Joseph's,1,12,6,6,.500,0,0,,,
219,Bebe Benson,1920,1920,Columbia,1,14,4,10,.286,0,0,,,
220,Howard Beresford,1925,1933,Colorado,9,127,76,51,.598,2,0,,,
221,Dick Berg,1981,1988,Hofstra,8,224,102,122,.455,1,0,0,0,0
222,Arthur Bergman,1921,1922,New Mexico State,2,17,12,5,.706,0,0,,,
223,Russ Bergman,1975,1994,Coastal Carolina,9,248,141,107,.569,4,3,2,0,0
224,Michael Bernard,1998,1998,Norfolk State,1,27,6,21,.222,0,0,0,0,0
225,Arthur Berndt,1914,1915,Indiana,2,27,6,21,.222,0,0,,,
226,Charles Bernier,1918,1923,Alabama,6,126,94,32,.746,0,0,,,
227,Mark Bernsen,1993,1995,Missouri State,3,85,48,37,.565,0,0,0,0,0
228,Bill Berry,1980,1989,San Jose State,10,286,142,144,.497,0,1,1,0,0
229,E. Berry,1901,1901,Nebraska,1,6,3,3,.500,0,0,,,
230,Jim Berry,1981,1986,Northern Iowa,6,168,71,97,.423,0,0,0,0,0
231,Russell Berry,1973,1976,Hardin-Simmons,4,80,34,46,.425,0,0,0,0,0
232,R.N. Berryman,1920,1920,Iowa State,1,18,6,12,.333,0,0,,,
233,William Bertka,1958,1961,Kent State,4,93,36,57,.387,0,0,0,0,0
234,Julie Bescos,1942,1942,Southern California,1,20,12,8,.600,0,0,0,0,0
235,C.M. Besy,1902,1902,Purdue,1,13,10,3,.769,0,0,,,
236,Ben Betts,1995,2006,South Carolina State,4,93,52,41,.559,1,0,0,0,0
237,Bob Beyer,1995,1997,Siena,3,81,22,59,.272,0,0,0,0,0
238,F.G. Beyerman,1916,1921,Bowling Green State,6,64,25,39,.391,0,0,,,
239,Hugo Bezdek,1907,1919,Penn State,5,65,28,37,.431,0,0,,,
240,Dave Bezold,2013,2015,Northern Kentucky,3,87,33,54,.379,0,0,0,0,0
241,Paul Biancardi,2004,2006,Wright State,3,86,42,44,.488,0,0,0,0,0
242,Bill Bibb,1975,1989,Mercer,15,416,222,194,.534,0,2,2,0,0
243,Henry Bibby,1996,2005,Southern California,10,252,132,120,.524,0,0,3,0,0
244,Dana Bible,1921,1927,Texas A&M,7,137,90,47,.657,3,0,,,
245,Eddie Biedenbach,1979,2013,North Carolina-Asheville,20,594,285,309,.480,6,3,3,0,0
246,Bernie Bierman,1920,1930,Tulane,7,140,89,51,.636,0,0,,,
247,Dave Bike,2000,2013,Sacred Heart,14,409,154,255,.377,0,0,0,0,0
248,Kevin Billerman,1996,1999,Florida Atlantic,4,107,36,71,.336,0,0,0,0,0
249,Melvin Binford,1943,1948,Wichita State,5,112,60,52,.536,0,0,0,0,0
250,George Binnewies,1909,1910,Illinois State,2,22,17,5,.773,0,0,,,
251,John Birkett,1975,1978,Northern Arizona,4,104,45,59,.433,0,0,0,0,0
252,George Bisacca,1965,1968,Fairfield,4,92,61,31,.663,0,0,0,0,0
253,Paul Bixler,1940,1941,Colgate,2,33,21,12,.636,0,0,0,0,0
254,Charlie Black,1927,1932,Nebraska,6,108,51,57,.472,0,0,,,
255,Leon Black,1968,1976,Texas,9,227,106,121,.467,2,0,2,0,0
256,Loren Black,1906,1906,Fordham,1,16,14,2,.875,0,0,,,
257,John Blackburn,1914,1914,South Carolina,1,10,5,4,.556,0,0,,,
258,Tom Blackburn,1948,1964,Dayton,17,493,352,141,.714,0,0,1,0,0
259,R.N. Blackwell,1922,1922,Southern Methodist,1,22,8,14,.364,0,0,,,
260,Bill Blair,1973,1981,Colorado,9,244,114,130,.467,1,1,1,0,0
261,Buford Blair,1925,1926,Virginia Tech,2,28,9,19,.321,0,0,,,
262,Motts Blair,1917,1919,Southern California,2,31,11,20,.355,0,0,,,
263,Red Blair,1934,1934,Akron,1,16,15,1,.938,0,0,,,
264,John Blake,1920,1923,Niagara,4,75,61,14,.813,0,0,,,
265,Raymond Blake,1947,1947,Washington (MO),1,25,11,14,.440,0,0,0,0,0
266,Bill Blakeley,1976,1983,North Texas,8,219,134,85,.612,0,0,0,0,0
267,Merrill Blanchard,1906,1908,Washington (MO),3,21,14,7,.667,0,0,,,
268,George Blaney,1970,1997,Seton Hall,28,796,432,364,.543,2,2,3,0,0
269,Ricky Blanton,2003,2004,Nicholls State,2,55,9,46,.164,0,0,0,0,0
270,Benny Blatt,1927,1930,Citadel,4,73,51,22,.699,0,0,,,
271,Greg Blatt,1990,1993,Western Carolina,4,111,38,73,.342,0,0,0,0,0
272,W.C. Bleamaster,1919,1919,Idaho,1,15,13,2,.867,0,0,,,
273,Troy Bledsoe,1963,1968,Denver,6,151,61,90,.404,0,0,0,0,0
274,Harold Blevins,1999,2002,Arkansas-Pine Bluff,4,109,13,96,.119,0,0,0,0,0
275,Rodger Blind,1996,2000,Saint Peter's,5,139,55,84,.396,0,0,0,0,0
276,Dave Bliss,1976,2003,Baylor,28,854,526,328,.616,3,4,11,0,0
277,Ernest Blood,1926,1926,Army,1,17,11,6,.647,0,0,,,
278,Ben Bluitt,1975,1980,Cornell,6,153,45,108,.294,0,0,0,0,0
279,Branch Bocock,1910,1927,South Carolina,9,142,109,33,.768,1,0,,,
280,Jim Boeheim,1977,2016,Syracuse,40,1333,987,346,.740,10,5,32,4,1
281,Frank Boek,1916,1916,Saint Mary's (CA),1,13,10,3,.769,0,0,,,
282,Bill Boelter,1926,1932,Drake,7,132,46,86,.348,0,0,,,
283,George Bohler,1921,1938,Mississippi,7,177,96,81,.542,0,0,,,
284,J. Fred Bohler,1909,1926,Washington State,18,403,226,177,.561,1,0,,,
285,Rollie Boldt,1945,1946,Toledo,2,40,29,11,.725,0,0,0,0,0
286,Daddy Boles,1918,1918,Kentucky,1,12,9,2,.818,0,0,,,
287,L.C. Boles,1916,1926,Wooster,11,160,86,74,.538,0,0,,,
288,Dave Bollwinkel,1998,2001,Saint Mary's (CA),4,114,34,80,.298,0,0,0,0,0
289,George Bond,1923,1926,Missouri,4,72,34,38,.472,0,0,,,
290,Rufus Bond,1930,1931,Brown,2,38,16,22,.421,0,0,,,
291,Ken Bone,2006,2014,Washington State,9,292,157,135,.538,1,2,2,0,0
292,Willie Booker,1985,1993,Florida A&M,9,262,137,125,.523,0,1,0,0,0
293,Jim Boone,1997,2005,Eastern Michigan,9,255,93,162,.365,0,0,0,0,0
294,Harry Booth,1975,1978,Saint Joseph's,4,105,44,61,.419,1,0,0,0,0
295,David Boots,2011,2013,South Dakota,3,91,38,53,.418,0,0,0,0,0
296,William Borcher,1952,1956,Oregon,5,137,69,68,.504,0,0,0,0,0
297,Bennie Borgmann,1950,1954,Muhlenburg,5,116,63,53,.543,0,0,0,0,0
298,Stanley Borleske,1920,1922,North Dakota State,3,56,42,14,.750,0,0,,,
299,Jim Boutin,1986,1990,Idaho State,5,140,60,80,.429,0,1,1,0,0
300,Don Boven,1959,1966,Western Michigan,8,188,76,112,.404,0,0,0,0,0
301,Delle Bovi,1987,1988,Manhattan,2,57,13,44,.228,0,0,0,0,0
302,Jeff Bower,2014,2014,Marist,1,31,12,19,.387,0,0,0,0,0
303,Ed Bowman,1916,1918,Louisville,2,18,11,7,.611,0,0,,,
304,Rick Boyages,2001,2003,William & Mary,3,85,33,52,.388,0,0,0,0,0
305,Jim Boyce,1980,1986,Eastern Michigan,7,178,82,96,.461,0,0,0,0,0
306,Bob Boyd,1964,1986,Mississippi State,20,543,311,232,.573,0,0,2,0,0
307,Mike Boyd,1978,1996,Cleveland State,7,183,84,99,.459,1,0,0,0,0
308,Fred Boye,1920,1923,North Carolina,4,73,49,24,.671,1,1,,,
309,Jim Boylan,1990,1992,New Hampshire,3,84,15,69,.179,0,0,0,0,0
310,Joe Boylan,1993,1993,Loyola (MD),1,27,2,25,.074,0,0,0,0,0
311,Jim Boyle,1982,1990,Saint Joseph's,9,265,151,114,.570,1,2,2,0,0
312,Tad Boyle,2008,2016,Colorado,9,304,182,122,.599,0,1,4,0,0
313,Jim Boylen,2008,2011,Utah,4,129,69,60,.535,1,1,1,0,0
314,I.W. Boynton,1906,1906,Washington (MO),1,4,1,3,.250,0,0,,,
315,Todd Bozeman,1993,2016,Morgan State,14,419,222,197,.530,3,2,5,0,0
316,Charles Bradley,1998,2000,Loyola Marymount,3,82,20,62,.244,0,0,0,0,0
317,Harold Bradley,1951,1967,Texas,17,441,290,151,.658,5,0,3,0,0
318,Ron Bradley,1992,2002,Radford,11,317,192,125,.606,3,1,1,0,0
319,Wesley Bradshaw,1946,1947,Hardin-Simmons,2,41,10,31,.244,0,0,0,0,0
320,G.C. Bradstreet,1906,1907,Lake Forest,2,24,15,9,.625,0,0,,,
321,Francis Brady,1912,1912,Dartmouth,1,14,9,5,.643,0,0,,,
322,John Brady,1992,2016,Arkansas State,25,747,402,345,.538,7,0,4,1,0
323,Matt Brady,2005,2016,James Madison,12,389,212,177,.545,2,1,1,0,0
324,Glenn Braica,2011,2016,St. Francis (NY),6,189,98,91,.519,1,0,0,0,0
325,Tony Branch,1989,1990,Lamar,2,56,19,37,.339,0,0,0,0,0
326,Jim Brandenburg,1977,1992,San Diego State,16,466,266,200,.571,4,1,3,0,0
327,Robert Brannan,1919,1919,Millikin,1,16,12,4,.750,0,0,,,
328,John Brannen,2015,2016,Northern Kentucky,2,32,10,22,.313,0,0,0,0,0
